,AP.27JZ,AP.2XNK,AP.3336,AP.352Q,AP.3FY5,AP.4HAU,AP.4M7L,AP.52RG,AP.5JDU,AP.5L2V,AP.5MX6,AP.62LT,AP.67ZV,AP.7GDN,AP.8MWD,AP.9D3B,AP.9LNA,AP.9PXS,AP.A5NG,AP.AAFC,AP.AGZG,AP.B2SL,AP.B9CH,AP.CT3G,AP.D35H,AP.D9X4,AP.DM87,AP.DMUM,AP.DT88,AP.E7CU,AP.E98M,AP.EPNF,AP.EZEX,AP.FX68,AP.HKYN,AP.HMFR,AP.HML4,AP.JBET,AP.JK59,AP.KX5B,AP.KXUT,AP.LWHD,AP.MAZ4,AP.N8FG,AP.NMZS,AP.QAHT,AP.QUHC,AP.RA2G,AP.RBLG,AP.SJVE,AP.SS2L,AP.U8MP,AP.W455,AP.WDKZ,AP.WPAM,AP.WTXJ,AP.XCJX,AP.XSR5,AP.XVLY,AP.YTZ8
IGHV5-51,0.243818358,-1.56977409,-1.435071107,0.354686714,-1.230218965,-0.220297251,-0.432387279,-1.153854081,-0.379449048,1.419869626,0.00458084,-0.378254422,0.27023296,-1.33907613,0.897068891,-2.392748934,0.133398066,0.537128521,-0.863931554,0.003416601,2.747906541,-0.33442906,-0.265243889,-1.78690909,0.197202216,-0.616559823,-0.002588647,0.122439159,0.280539132,0.888636867,-0.097879861,0.021254654,0.173718598,-0.697316406,-0.566850971,-0.250325064,-0.938817744,-0.501864114,0.126293777,-0.452080125,0.896916348,0.184539893,0.378991195,-0.850168411,0.045756574,0.474567862,0.621605425,0.184872738,-0.095409952,0.588770554,-0.393697489,-0.286505121,-0.67450827,-0.241362125,-0.719122199,0.020728436,0.244417078,0.420264894,1.546289248,0.098336489
IGLV5-39,-1.005348058,-0.452776526,-0.446344706,-0.360797123,-1.025838694,-0.754301331,-1.013522011,-0.215405539,-0.219943521,0.490374411,-0.111717866,0.404750337,0.459661024,-0.853271083,0.551622373,-1.086566086,-0.335670802,-0.918236246,0.424503231,-0.429553242,3.09411246,-1.5379382,-0.096449494,-0.743919651,-0.058405538,-0.209432535,-0.834893756,0.101564113,-1.054796023,-1.182132876,-0.947639392,-0.596093205,-0.717879082,-0.583418304,-0.238684173,0.356803801,-0.335892235,-0.146111529,1.523901601,0.131560308,1.522266635,-0.905375225,0.330452971,0.095029954,-0.79255944,-0.141198387,-0.974057095,0.245871952,-0.401161401,1.00946341,-0.534280752,0.354542279,-1.144188025,0.074672777,-0.613187262,-0.064187413,-0.063820122,-0.254645948,0.509564341,0.261234095
IGHV3-64D,0.404623011,-0.825070391,-1.388301199,-1.073972932,-0.15037817,-0.363840308,-0.469013552,-0.572974424,-0.04798221,0.795536884,-1.60995574,0.510402011,0.40988888,-0.827686991,3.08068824,-1.120329279,-0.690431617,0.648163705,0.090919354,-0.494050932,0.757906276,-0.388361409,-0.773676887,-1.448315339,-0.144893056,-0.746375944,0.731923523,0.466140449,-0.306872362,-1.275914154,-0.742545124,-0.367988451,-1.091216227,-2.22786007,-1.43774128,0.929594614,-0.100842238,-0.634556433,0.059942316,0.274686322,0.610012005,-0.685312477,-0.303832816,-0.381659338,-0.144456938,0.044923043,-0.181954782,0.573637507,-1.157939003,1.960948828,0.158843336,-0.672598979,-1.079707571,0.978695763,-0.371605791,-1.505285845,-0.104515209,-0.182294019,1.25949374,0.52374639
RBM47,0.326824444,0.132788875,-0.059394179,-0.829817383,0.314352014,0.103630576,0.178987869,-0.45192775,-0.003097948,0.866316343,-0.195983313,-0.369378826,-0.09216144,0.500130317,-0.11762563,0.829817582,-0.289961158,0.361765295,-0.216543183,0.349748731,-0.073016878,0.700758637,0.399964442,0.35844279,0.005385284,-0.26001707,0.011717289,0.715955668,-0.071537643,-0.231235365,0.011881135,0.203769664,0.141348609,0.793161692,0.59101667,-0.165142662,0.061516442,0.331189036,0.547076383,-0.254888102,0.26591679,0.33858151,0.393982968,0.048593181,-0.347681407,0.016751357,0.538205764,0.145105344,0.22872298,-0.338265248,0.532826436,0.390924979,-0.348215342,-0.278116803,0.315645154,0.08546629,0.400783902,0.088128464,-0.080119595,0.017490821
TTC26,0.074639679,-0.43593961,-0.062777115,0.339418978,-0.486094672,1.294453422,0.39585185,0.872792668,-0.964477862,-0.932551932,0.799258075,-0.192119102,-0.291536969,-0.010307948,-0.261554112,0.464716122,0.245446596,-0.151801698,-0.276487863,0.091373377,0.197564178,-0.408043214,-0.02131374,0.659405863,0.362390728,-0.396466921,0.1354956,0.088134466,0.78108583,0.184478764,-0.459817034,0.165073435,-0.429030598,-0.338101421,-0.58128022,1.348663168,0.414192645,0.131095509,-0.225352778,0.451884712,0.020857504,0.121970052,-0.492859652,-1.039611535,0.303619209,0.016290942,-0.041193406,-0.23581058,0.267327538,-0.054639629,0.337980306,-0.300952489,0.021094924,0.055548634,-0.087469163,0.323378073,0.058800222,-0.021071338,-0.2868441,0.656782677
UBA6,-0.026518937,-0.456080592,-0.096715176,0.500811332,-0.081580078,-0.323974962,-0.144175681,-0.378582442,0.220719869,-0.773007521,0.096667678,-0.184477499,0.085587977,-0.587320066,-0.019611318,-0.287722415,-0.475812959,-0.189695234,-0.163477629,0.139698067,0.25070527,0.216066046,-0.100833305,-0.260007265,-0.21465748,-0.286548182,0.39667064,-0.297038262,0.469349761,-0.343528395,-0.889918136,-0.221019401,-0.634624839,-0.33567284,0.2305031,0.247081196,-0.173233063,-0.342694472,0.036722147,0.21052764,0.022649736,-0.422206228,-0.064641142,-0.315624134,-0.327153284,-0.246035734,0.075381304,0.005389352,-0.298094768,-0.282190359,-0.180176348,-0.010275793,-0.255675401,-0.240844283,-0.052348137,0.244328985,0.241272722,-0.102544825,0.026620259,-0.072335602
ESYT2,-0.176713151,-0.090030939,0.15322924,-0.08053014,0.114406614,-0.216240541,0.287875913,0.647372079,-0.047329185,-0.200657392,-0.029360646,-0.023807785,0.247690887,-0.028534647,-0.247424979,0.023312567,0.393508403,-0.448757895,-0.226481329,0.21831018,-0.477406518,-0.66681371,0.196257151,0.917107047,-0.177316743,0.453950069,0.211094618,-0.254258835,0.022789808,0.151221687,0.386045723,0.233765812,-0.03274561,-0.150350939,0.511387121,0.228795911,0.12678228,-0.044707975,0.009526448,0.033328792,-0.140458117,0.058048001,-0.176732957,0.262748176,-0.308800232,-0.224841533,-0.062590516,-0.273054081,1.765188709,-0.167468643,-0.848360214,0.298030702,0.071791698,0.102010468,-0.102117418,-0.305049964,0.034737302,0.688094658,0.064495517,-0.403968012
UHRF1BP1L,0.331866363,-0.413332909,-0.213273822,-0.238984017,-0.054274265,0.081042074,-0.554784011,-0.235909269,0.084336437,0.28160575,0.235603771,0.017761328,0.069805266,-0.579971791,-0.367541781,0.091616401,-0.154948555,0.676273487,0.116549725,-0.210605187,0.290295551,0.391311495,0.383636616,-0.002220513,0.464295106,0.013296563,0.282569913,-0.11708358,-0.045781,-0.205892221,0.472472589,-0.028856039,0.048646618,-0.124202032,0.085873218,0.409958558,-0.121817686,-0.460920266,0.181095596,-0.235973525,0.336005007,-0.157407515,0.393776227,0.058784771,0.365680676,0.909390408,0.431450172,0.133096572,0.189581873,0.328001407,0.087234189,-0.291957428,-0.341661906,0.145596154,0.295004939,0.298583082,0.288090729,-0.828657306,0.168075139,0.149587341
IGLC7,-0.457932492,-1.894240327,-2.392195708,-0.867110963,0.226855143,-0.460435692,0.018687592,-1.426430022,-0.14518483,0.663808085,-0.817858823,-0.349499505,1.33668171,-1.789700056,5.168768198,-1.597136093,0.396253741,-1.088277867,-0.613569592,-1.57622067,2.529456309,-1.122407472,-0.847003494,-2.405184414,-1.005452224,-1.611861255,1.342549099,0.729088866,-0.151227829,0.273069736,-1.630288081,-1.361278938,-1.458207573,-1.980881702,-1.099429109,1.733346854,-1.48521841,0.581478846,0.677514407,-0.175978275,1.578656308,-0.892315567,0.90474129,-0.198499608,0.037965341,0.673678584,-0.168733742,1.264640551,-1.998977214,2.305732245,-0.366561451,-0.889396145,-1.630617178,1.045950605,-0.498881723,-0.666126701,-0.981368089,0.086772793,2.491512299,-0.273396654
SHTN1,-0.229214299,0.905773872,-0.468117091,-0.409332162,0.819260963,0.282929365,-0.928691005,-0.928247533,-0.341704251,0.100000853,-0.074630077,-0.663578551,-1.018194034,0.454926001,-1.018125828,-0.112839338,-0.188959058,2.376787131,-0.078860902,-0.332845582,-1.307043241,2.467460079,-0.530879717,0.269176949,1.029876235,-0.962968263,-0.477318775,-0.096902719,-0.435345848,0.240236843,0.365137149,-0.461734791,-0.095798998,2.057804416,-0.559990058,-1.230398673,-0.134960598,-0.1098726,-0.009406865,-0.53769439,0.480035809,-0.064603757,0.854370418,0.290678943,-0.436036555,0.663982353,0.086527069,-1.036891728,0.499323907,-0.589650069,-0.709004951,-0.557423259,-0.737379839,-0.082983848,1.03275619,-0.31319388,-1.071181873,2.308627068,-0.163882009,0.808142918
TMEM223,-0.084445203,0.007874053,-0.263738332,0.933329357,-0.068839954,0.94439067,-0.387194487,-0.005725289,0.562270639,-0.245203678,-0.080360346,-0.080579163,-0.029535008,0.168637764,-0.359197081,-0.561727671,-0.191226171,0.881592888,-0.030658027,0.038409911,-0.512306681,0.205388386,0.102733011,0.23453107,0.082169852,-0.262768776,-0.721402479,0.651908802,0.212949706,0.617572818,0.16457632,0.101044722,0.57843754,-0.006099891,-0.086731039,0.01960311,0.124602086,0.96000583,0.125582159,-0.189958991,-0.020171595,0.165139929,0.233305519,-0.447805702,-0.254625136,-0.175589192,-0.066709025,-0.19444963,-0.107408608,0.372450293,1.05911358,-0.514813592,-0.051048726,-0.056552833,0.487310634,-0.216915596,-0.117989145,0.130914905,-0.121552992,-0.061158539
ARHGAP10,-0.443109618,-0.479266736,0.347305554,0.594947304,-0.333190287,-0.038485964,0.555795315,0.312394852,0.453907603,-0.890494714,0.173087342,-0.108169257,0.257561582,-0.090416639,-1.402466667,0.190514568,0.242496454,-0.388381946,-0.138281385,-0.390289472,-0.509071615,0.343272072,-0.585001383,-0.708523747,0.289131608,-0.055447723,0.091665745,0.172541964,0.013077743,0.105278703,0.286470186,-0.02877705,0.035759255,-0.717808314,0.149090634,-0.10819788,0.700634946,-0.106561874,-0.519522313,1.879700454,-0.651288941,-0.184311065,0.101961662,0.411725481,0.638819912,0.704334954,-0.017765625,-0.561927681,-0.366317461,-0.108333993,-0.555393683,0.387349679,0.095430219,0.040754658,1.062440638,0.550417841,-0.097454031,-0.395735006,-0.483414112,0.816284493
BICDL2,0.051056914,0.457985843,0.389396157,0.077670281,-0.726515127,-0.019966319,-0.17634619,0.740811462,0.03835144,-0.03549171,-0.066881678,-0.384819871,-0.184437948,0.48460784,-0.149393696,0.184149657,0.371953139,-0.051091169,-0.853974255,0.402420212,-0.402378068,-0.621902866,0.404727336,-0.757529538,0.34266833,-0.476765769,-0.024902121,-0.306727175,0.393174159,-0.010064364,0.186958984,0.090248535,0.095552504,1.362513607,-0.295223766,-0.430241223,0.687004102,-0.165762614,0.134754628,0.564051586,-0.05917511,0.282102897,0.325774367,-0.028976247,0.191520406,-0.095517944,0.770918876,0.14662967,0.404043232,-0.171697859,0.927747344,0.0031884,-0.057781009,0.130288681,-0.01251847,-0.242281698,0.122385387,0.293054586,-0.357121443,0.737507242
ARHGEF37,-0.120526301,0.276616987,0.423433145,-0.238208878,0.211295146,0.749847988,0.048656152,-0.059482555,0.313760871,-0.085617123,-0.133092506,0.177004692,-0.859088277,0.430229342,0.344156567,-0.088258888,-0.090285677,0.252264769,-1.222569859,0.271316336,1.374568997,-0.036496982,0.527181648,0.12149739,2.237813406,0.034479768,0.532140346,-0.076981966,0.646750075,-0.133657399,0.482887632,0.765251671,0.549519557,0.317640928,-0.030510163,0.278068165,0.424314514,0.377382749,0.42993528,-0.944980493,0.103536749,0.214483838,-0.49795177,-0.128987497,0.686164234,0.325853213,1.151576207,-0.05407086,-0.098080221,0.264830281,-0.518129703,-0.042586451,0.430740543,0.075624106,-0.040633028,0.306102056,0.138487724,-0.420236444,-0.224320825,0.560829669
ILVBL,0.488914619,-0.582270385,0.283046118,-0.210298316,0.650092877,-0.08040013,0.395158782,0.205703847,0.143665376,-0.141711459,-0.215942191,0.667607218,-0.180585474,-0.513603597,-0.369125182,0.376519122,0.115020715,-0.220464333,-0.500845588,-0.417391037,0.145604914,-0.252001569,0.52646022,1.151835973,-0.046959471,0.275151842,0.39280542,-0.103030489,0.515083333,-1.14529446,0.68884268,0.349939479,-0.189744245,-0.756823212,0.119034247,0.105489232,0.213467212,0.238686619,-0.115320812,0.09407534,0.144434474,-0.031623584,0.414796031,-0.125692869,-0.102430851,-0.293977831,0.09768095,-0.598014022,0.616579277,0.201375281,-0.593345875,-0.324468673,0.263256052,-0.116813552,-0.245429181,0.202762694,0.551517393,0.301704373,-0.128583846,0.428094388
C1orf226,1.157155365,-0.089705378,0.011914736,-0.945828536,-0.178202523,0.835841617,-0.065156963,0.083583826,0.061157202,0.214070395,0.502745455,-0.365448219,-0.138837157,0.559013424,-0.291355192,0.975093055,1.327607501,0.035359373,-1.18558565,0.020438995,-0.165159599,-0.424486082,-0.45278395,0.414485549,-0.288298959,-0.454156036,-0.036618499,-0.258451934,-0.219413255,-0.155880925,0.827245387,-0.088227381,-0.535666333,0.108473559,-0.250706991,-0.188541307,-0.094249479,0.540724211,0.058453441,-0.50767652,0.146952364,1.606479646,0.601884788,0.141874837,0.286317651,0.961759929,-0.022894534,-0.07185286,-0.986570313,-0.54133734,0.065897797,-0.031292899,-0.109524683,-0.323447791,0.070965118,0.119105131,0.5241913,-0.401020428,-0.690204604,-0.068407683
PLEKHG3,-0.565204701,-0.041132133,-0.707700358,0.392418985,0.279057155,1.012499974,-0.441212464,-1.281311601,0.298524816,1.174812064,0.222684283,-0.115746229,0.677850717,0.883858594,0.282373383,-0.194583907,0.216565521,0.57469705,-0.31435519,0.387818923,0.064622017,0.020508321,0.043607173,1.938316294,0.244820682,-0.224278195,0.107099239,0.252765987,0.116708123,-0.436765741,-0.304269752,-0.236994628,0.10085679,-0.037571756,-0.206698297,-0.481880987,0.148734621,0.129823925,-0.19783137,-1.103788248,-0.172483402,-0.745313009,-1.129189854,0.148248222,-0.002465531,-0.176742602,-0.293020269,0.016701395,0.240144442,-0.16375984,0.379806446,0.040464434,0.053278626,-0.077834692,0.94110966,0.162140602,0.042704381,-0.230915977,-0.953896893,-1.008757324
SSC5D,-0.956657923,0.368639208,0.965177771,-0.460453291,1.007273769,-0.299701314,0.732640894,1.54902311,-1.101835758,-1.460362595,-0.222607614,0.39896845,1.225609332,-0.998071112,-0.181842712,0.642918749,2.656299757,1.818436096,0.394770193,0.765908549,-0.392689764,-1.232538482,0.358242166,0.395686861,0.248046175,1.939849127,-0.23481008,-1.198833828,-0.612489844,-1.564794937,0.865883359,1.123837717,-0.816426193,-1.653814567,-1.300439524,-0.703366318,0.632585068,0.583711603,-1.429669676,0.378143602,0.013215231,-0.432247976,-1.62130016,0.941132286,-0.129765217,-1.23050616,-0.705490825,-0.525143343,-0.375856068,1.387567698,-0.004944156,0.728214458,0.584266876,3.015725979,-0.761799574,0.064037548,0.559889638,-1.067910864,0.264352771,0.879539488
SH3PXD2B,-0.379935329,-0.730228297,0.087950205,-0.216619353,-0.014130777,-0.244572155,-1.013790017,-0.078436072,0.296817041,0.814513269,-0.061074386,0.558430762,1.269738331,-0.786783998,0.878756752,-0.522876977,0.400641863,0.253351968,0.775682944,0.095806879,-0.46693807,-0.592233984,-1.325681945,-0.486737498,0.512127709,0.120663137,0.177108568,0.61997691,-0.445493956,-0.005206102,-0.019515115,-0.671862081,-0.522184545,-1.209147492,-0.984895628,0.875424216,-0.635225876,0.414584051,-0.033867529,-0.151435135,-0.325362296,-0.887244119,0.682412382,-0.139636265,-0.481489774,0.12796644,-0.469982573,-0.356510075,-0.061401348,-0.281841756,-0.189258523,-0.981782213,-0.260931474,0.374979223,0.909522077,0.076092629,0.09291609,-0.271790573,0.689129675,-0.705312257
BCLAF3,0.861978169,-0.778543385,0.487845848,0.058510689,0.346171975,0.360904582,0.159310712,1.256373186,-0.230514933,-0.274716286,0.146260392,0.253702992,0.008681579,-0.261625802,-0.520572304,0.100318759,0.560208186,-0.041792984,-0.173454042,-0.334752359,0.08655248,-0.082786102,0.163360102,0.944626394,0.226508951,0.228689468,-0.011908268,0.147713555,0.624682964,0.228289899,0.215494637,0.509271215,-0.147837077,-0.283425736,0.019825865,-0.102598554,0.923063154,0.289405162,-0.160325521,0.171463123,0.066624198,-0.060547685,-0.202582662,-0.059930767,0.107237368,-0.042239546,-0.027901847,0.094215016,0.09861423,-0.065204476,0.099542634,0.043259018,-0.120705736,0.093105279,0.306260373,0.250865408,0.33171118,-0.337717706,-0.115237756,0.103403637
NBAS,0.099228543,-0.277734407,0.199324813,0.082871173,0.12333295,-0.27762103,-0.463577024,0.165961444,0.019737701,-0.408927692,-0.245421005,0.293872597,-0.225476519,-0.312865808,-0.215225591,0.08490901,-0.060999852,-0.283796685,-0.12537716,-0.026757823,0.166162032,-0.382827801,0.772763364,0.559669805,-0.229316523,0.072528103,-0.177492941,0.613954025,-0.043027514,0.385975574,0.217812591,-0.06927883,-0.456539825,-0.079783506,0.307242001,0.2000604,0.661721177,-0.096748404,0.177648193,0.876506459,0.182415353,-0.063248227,-0.437229655,0.050217238,-0.122438767,-0.170321869,0.276143881,-0.001341907,-0.30975312,0.206241092,-0.201156924,0.154901331,0.085050564,-0.271694416,-0.444727636,-0.169944516,0.559742756,0.104383307,0.110774137,-0.220141841
TARSL2,-0.884380461,0.969442317,0.933575898,0.056983094,0.300700402,-0.030397883,0.350303661,-1.634065838,-0.45059329,-0.186287489,-0.061985347,0.286062659,-1.008060412,1.291109194,0.510357116,0.63782896,-0.718928006,0.252773577,-0.36073972,1.180982974,0.300024121,0.607977255,0.202336561,0.090387645,-0.827615569,0.071032692,-0.612474412,0.025637589,-0.333369872,0.45533589,0.347231698,0.709673659,0.421101386,-0.418429297,0.009227539,0.490790391,-0.045591343,0.426297426,0.311941257,-0.732717006,0.340411252,-0.324684995,-0.301891918,-0.232847879,0.154118818,0.39723337,0.288738398,0.242780527,-0.233751094,-0.05262004,-0.685118516,1.851527238,0.268237663,-0.021082009,0.534763008,0.012798856,0.38956664,0.208235231,0.833148463,-0.118128418
